	tissue	gene_id	gene_name	chr	start	end	num_var	TR_chr	TR_start	TR_end	TR_locus	eTR	lead_TR	lead_p_nominal	p_nominal	slope	slope_se	qval
2039	Esophagus_Gastroesophageal_Junction	ENSG00000182931.9	WFDC10B	chr20	45684653	45705019	4	chr20	45738844	45739247	15244	True	True	1.5387e-05	1.5387e-05	-2.3622e-01	5.3818e-02	3.3901e-02
2040	Esophagus_Gastroesophageal_Junction	ENSG00000184949.15	FAM227A	chr22	38578120	38656629	3	chr22	38644314	38644569	16425	True	True	2.1629e-05	2.1629e-05	2.3684e-01	5.4915e-02	3.3901e-02
2041	Esophagus_Gastroesophageal_Junction	ENSG00000167644.11	C19orf33	chr19	38304161	38305009	1	chr19	38344643	38344850	12314	True	True	6.3464e-05	6.3464e-05	2.2132e-01	5.4601e-02	3.3901e-02
2042	Nerve_Tibial	ENSG00000267199.1	RP11-861E21.2	chr18	12438890	12446511	3	chr18	12461406	12461597	10971	True	True	5.9853e-05	5.9853e-05	-1.7407e-01	4.3018e-02	3.4014e-02
2043	Brain_Putamen_basal_ganglia	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	2.2546e-05	2.2546e-05	3.2254e-01	7.3914e-02	3.4195e-02
2044	Brain_Putamen_basal_ganglia	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113650610	113653692	13632	True	True	3.7520e-06	3.7520e-06	3.5218e-01	7.3534e-02	3.4195e-02
2045	Adipose_Visceral_Omentum	ENSG00000160299.16	PCNT	chr21	46324122	46445769	9	chr21	46381955	46384987	16180	True	True	1.2782e-05	1.2782e-05	2.0084e-01	4.5527e-02	3.4291e-02
2046	Adipose_Visceral_Omentum	ENSG00000168993.14	CPLX1	chr4	784957	826198	27	chr4	789886	790121	18492	True	True	4.3201e-06	4.3201e-06	2.1194e-01	4.5566e-02	3.4291e-02
2047	Adipose_Visceral_Omentum	ENSG00000172554.11	SNTG2	chr2	950868	1367613	38	chr2	1093884	1095043	12701	True	True	2.9813e-06	2.9813e-06	-2.1678e-01	4.5816e-02	3.4291e-02
2048	Thyroid	ENSG00000168778.11	TCTN2	chr12	123671113	123708403	2	chr12	123728769	123729002	5990	True	True	9.7279e-05	9.7279e-05	-1.6336e-01	4.1616e-02	3.4639e-02
2049	Small_Intestine_Terminal_Ileum	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	3.9567e-06	3.9567e-06	3.4544e-01	7.2402e-02	3.4702e-02
2050	Lung	ENSG00000280119.1	AC093642.1	chr2	242001209	242006013	14	chr2	241939007	241940065	14864	True	True	1.0128e-05	1.0128e-05	1.9353e-01	4.3401e-02	3.4880e-02
2051	Thyroid	ENSG00000263006.6	ROCK1P1	chr18	109065	122219	3	chr18	180720	181106	10855	True	True	6.6086e-05	6.6086e-05	1.6808e-01	4.1806e-02	3.5006e-02
2052	Artery_Tibial	ENSG00000250334.5	LINC00989	chr4	79492416	79576460	2	chr4	79558543	79558722	19322	True	True	8.0676e-05	8.0676e-05	1.6282e-01	4.1004e-02	3.5105e-02
2053	Artery_Tibial	ENSG00000138750.14	NUP54	chr4	76114659	76148515	2	chr4	76027456	76027965	19295	True	True	8.1907e-05	8.1907e-05	-1.6351e-01	4.1213e-02	3.5240e-02
2054	Colon_Transverse	ENSG00000091073.19	DTX2	chr7	76461676	76505994	3	chr7	76388823	76388890	24525	True	True	3.3323e-05	3.3323e-05	2.1774e-01	5.1801e-02	3.5262e-02
2055	Esophagus_Muscularis	ENSG00000127022.14	CANX	chr5	179698406	179730925	1	chr5	179737780	179737861	21934	True	True	1.7257e-04	1.7257e-04	1.7617e-01	4.6507e-02	3.5294e-02
2056	Adipose_Subcutaneous	ENSG00000127022.14	CANX	chr5	179698406	179730925	1	chr5	179737780	179737861	21934	True	True	1.4827e-04	1.4827e-04	1.5965e-01	4.1790e-02	3.5313e-02
2057	Cells_EBV-transformed_lymphocytes	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	2.2870e-05	2.2870e-05	-3.4616e-01	7.9009e-02	3.5443e-02
2058	Liver	ENSG00000272779.1	LL22NC03-80A10.6	chr22	22303224	22310401	2	chr22	22297963	22298171	16253	True	True	1.7474e-05	1.7474e-05	-2.9300e-01	6.6615e-02	3.5592e-02
2059	Breast_Mammary_Tissue	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195712742	195714439	18364	True	True	2.0655e-05	2.0655e-05	2.1487e-01	4.9839e-02	3.5764e-02
2060	Adipose_Subcutaneous	ENSG00000111696.11	NT5DC3	chr12	103770453	103841197	3	chr12	103884950	103885088	5792	True	True	5.0805e-05	5.0805e-05	-1.6785e-01	4.1111e-02	3.5880e-02
2061	Lung	ENSG00000237440.8	ZNF737	chr19	20535825	20565809	6	chr19	20520390	20520523	12088	True	True	2.4732e-05	2.4732e-05	1.8575e-01	4.3639e-02	3.6090e-02
2062	Thyroid	ENSG00000167711.13	SERPINF2	chr17	1742836	1755268	4	chr17	1738796	1742108	9959	True	True	5.1886e-05	5.1886e-05	-1.7152e-01	4.2047e-02	3.6099e-02
2063	Thyroid	ENSG00000185043.10	CIB1	chr15	90229975	90233703	1	chr15	90256537	90256681	8668	True	True	2.0952e-04	2.0952e-04	-1.5564e-01	4.1706e-02	3.6099e-02
2064	Thyroid	ENSG00000227403.1	LINC01806	chr2	161244739	161249050	2	chr2	161226859	161226929	14033	True	True	1.0415e-04	1.0415e-04	-1.6268e-01	4.1621e-02	3.6099e-02
2065	Whole_Blood	ENSG00000228696.8	ARL17B	chr17	46274784	46361797	1	chr17	46265245	46265480	10319	True	True	1.9240e-04	1.9240e-04	1.4520e-01	3.8718e-02	3.6141e-02
2066	Brain_Putamen_basal_ganglia	ENSG00000204176.13	SYT15	chr10	46578217	46594173	1	chr10	46608408	46608545	2719	True	True	2.5845e-05	2.5845e-05	3.1940e-01	7.3772e-02	3.6399e-02
2067	Muscle_Skeletal	ENSG00000150403.17	TMCO3	chr13	113490995	113554590	23	chr13	113514426	113514749	7266	True	True	7.8416e-06	7.8416e-06	-1.6779e-01	3.7261e-02	3.6455e-02
2068	Muscle_Skeletal	ENSG00000153294.11	ADGRF4	chr6	47685864	47722021	3	chr6	47589379	47589579	22453	True	True	6.0052e-05	6.0052e-05	-1.5106e-01	3.7416e-02	3.6455e-02
2069	Muscle_Skeletal	ENSG00000077380.15	DYNC1I2	chr2	171687409	171748420	1	chr2	171808198	171808435	14119	True	True	1.7948e-04	1.7948e-04	1.4104e-01	3.7445e-02	3.6455e-02
2070	Cells_Cultured_fibroblasts	ENSG00000230534.6	RP11-297A16.2	chr10	35098006	35126660	1	chr10	35150827	35150958	2644	True	True	1.5883e-04	1.5883e-04	-1.7173e-01	4.5107e-02	3.6477e-02
2071	Cells_Cultured_fibroblasts	ENSG00000112584.13	FAM120B	chr6	170290703	170407065	27	chr6	170398296	170400316	23682	True	True	5.8885e-06	5.8885e-06	2.0790e-01	4.5361e-02	3.6477e-02
2072	Brain_Hypothalamus	ENSG00000196151.10	WDSUB1	chr2	159235793	159286799	1	chr2	159237781	159237871	14024	True	True	2.8158e-05	2.8158e-05	3.1709e-01	7.3610e-02	3.6516e-02
2073	Adipose_Subcutaneous	ENSG00000138750.14	NUP54	chr4	76114659	76148515	2	chr4	76027456	76027965	19295	True	True	7.8479e-05	7.8479e-05	-1.6464e-01	4.1387e-02	3.6524e-02
2074	Cells_Cultured_fibroblasts	ENSG00000255518.1	RP11-148O21.4	chr8	11556251	11557961	4	chr8	11587477	11587563	25801	True	True	4.0340e-05	4.0340e-05	1.8739e-01	4.5213e-02	3.6558e-02
2075	Skin_Sun_Exposed_Lower_leg	ENSG00000100243.20	CYB5R3	chr22	42617840	42649568	1	chr22	42546989	42547432	16467	True	True	2.0323e-04	2.0323e-04	-1.5328e-01	4.0997e-02	3.6679e-02
2076	Adipose_Visceral_Omentum	ENSG00000156482.10	RPL30	chr8	98024851	98046469	3	chr8	98091812	98091977	26477	True	True	4.2481e-05	4.2481e-05	-1.8884e-01	4.5687e-02	3.6931e-02
2077	Brain_Spinal_cord_cervical_c-1	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	1.1008e-05	1.1008e-05	3.8495e-01	8.3903e-02	3.7399e-02
2078	Nerve_Tibial	ENSG00000271032.1	CTD-2527I21.14	chr19	35014961	35025335	7	chr19	35022646	35022699	12269	True	True	2.9016e-05	2.9016e-05	1.8277e-01	4.3323e-02	3.8134e-02
2079	Adipose_Subcutaneous	ENSG00000100058.12	CRYBB2P1	chr22	25448105	25520854	4	chr22	25456733	25456933	16274	True	True	4.1449e-05	4.1449e-05	1.7156e-01	4.1520e-02	3.8142e-02
2080	Artery_Aorta	ENSG00000130023.15	ERMARD	chr6	169751622	169781584	10	chr6	169765857	169766056	23628	True	True	8.7477e-06	8.7477e-06	-2.2442e-01	4.9794e-02	3.8186e-02
2081	Uterus	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195694561	195694966	18362	True	True	9.2679e-07	9.2679e-07	4.2238e-01	8.1729e-02	3.8314e-02
2082	Cells_Cultured_fibroblasts	ENSG00000248508.6	SRP14-AS1	chr15	40039311	40067290	2	chr15	40037521	40037702	8317	True	True	8.5732e-05	8.5732e-05	-1.7923e-01	4.5236e-02	3.8368e-02
2083	Breast_Mammary_Tissue	ENSG00000168993.14	CPLX1	chr4	784957	826198	27	chr4	789886	790121	18492	True	True	3.3570e-06	3.3570e-06	2.3198e-01	4.9193e-02	3.8449e-02
2084	Spleen	ENSG00000172878.13	METAP1D	chr2	171999583	172082430	3	chr2	172042129	172043039	14121	True	True	2.1049e-05	2.1049e-05	-2.8314e-01	6.5107e-02	3.8701e-02
2085	Brain_Putamen_basal_ganglia	ENSG00000218227.3	RP11-889L3.1	chr5	178055604	178056194	4	chr5	178095032	178097095	21897	True	True	7.4360e-06	7.4360e-06	3.3896e-01	7.3241e-02	3.9097e-02
2086	Esophagus_Muscularis	ENSG00000144134.18	RABL2A	chr2	113627229	113643396	7	chr2	113610060	113611275	13631	True	True	2.7741e-05	2.7741e-05	1.9429e-01	4.5887e-02	3.9305e-02
2087	Small_Intestine_Terminal_Ileum	ENSG00000211973.2	IGHV1-69	chr14	106714684	106715181	4	chr14	106705656	106706543	8160	True	True	1.0551e-05	1.0551e-05	3.2984e-01	7.2618e-02	3.9340e-02
2088	Pancreas	ENSG00000261575.2	RP11-259G18.1	chr17	46267037	46268694	1	chr17	46265245	46265480	10319	True	True	7.0469e-05	7.0469e-05	2.2930e-01	5.6864e-02	3.9783e-02
2089	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000233967.6	RP11-250B2.3	chr6	80443344	80465927	1	chr6	80369101	80369361	22707	True	True	1.7979e-04	1.7979e-04	1.6529e-01	4.3801e-02	3.9789e-02
2090	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000231205.11	ZNF826P	chr19	20340269	20424969	2	chr19	20520390	20520523	12088	True	True	9.1946e-05	9.1946e-05	-1.7180e-01	4.3580e-02	3.9849e-02
2091	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000023191.16	RNH1	chr11	494512	507300	14	chr11	491622	491950	3652	True	True	1.3003e-05	1.3003e-05	-1.9156e-01	4.3503e-02	3.9849e-02
2092	Nerve_Tibial	ENSG00000279048.1	RP11-511H23.2	chr7	17940503	17942922	1	chr7	17983215	17983340	24023	True	True	2.1590e-04	2.1590e-04	-1.6187e-01	4.3442e-02	4.0179e-02
2093	Whole_Blood	ENSG00000197345.12	MRPL21	chr11	68891276	68903835	6	chr11	68929805	68929955	4214	True	True	3.6086e-05	3.6086e-05	-1.6007e-01	3.8481e-02	4.0219e-02
2094	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	774459	774835	20385	True	True	4.0920e-06	4.0920e-06	3.2387e-01	6.8279e-02	4.0239e-02
2095	Lung	ENSG00000154153.13	FAM134B	chr5	16473038	16617058	5	chr5	16517057	16517199	20697	True	True	3.3576e-05	3.3576e-05	-1.8310e-01	4.3747e-02	4.0370e-02
2096	Skin_Sun_Exposed_Lower_leg	ENSG00000279923.1	CTD-2008E3.1	chr5	31558573	31559875	2	chr5	31578413	31578582	20835	True	True	1.1321e-04	1.1321e-04	1.5866e-01	4.0821e-02	4.0513e-02
2097	Esophagus_Mucosa	ENSG00000166669.13	ATF7IP2	chr16	10326434	10483638	4	chr16	10383634	10383727	9022	True	True	3.4369e-05	3.4369e-05	-1.8654e-01	4.4611e-02	4.0525e-02
2098	Esophagus_Mucosa	ENSG00000113303.11	BTNL8	chr5	180899077	180950906	9	chr5	180986484	180986608	21968	True	True	1.5333e-05	1.5333e-05	1.9319e-01	4.4234e-02	4.0525e-02
2099	Thyroid	ENSG00000273336.1	OR7M1P	chr10	133481238	133481770	9	chr10	133476922	133481149	3622	True	True	2.6482e-05	2.6482e-05	-1.8042e-01	4.2564e-02	4.0737e-02
2100	Cells_Cultured_fibroblasts	ENSG00000237940.3	LINC01238	chr2	241970683	241977276	13	chr2	241956190	241956442	14867	True	True	1.4353e-05	1.4353e-05	1.9720e-01	4.4982e-02	4.0747e-02
2101	Cells_Cultured_fibroblasts	ENSG00000220804.8	LINC01881	chr2	242088633	242160153	7	chr2	242042908	242043213	14874	True	True	2.6569e-05	2.6569e-05	1.9128e-01	4.5083e-02	4.0747e-02
2102	Spleen	ENSG00000184949.15	FAM227A	chr22	38578120	38656629	3	chr22	38644314	38644569	16425	True	True	2.2894e-05	2.2894e-05	2.8576e-01	6.5972e-02	4.0891e-02
2103	Colon_Transverse	ENSG00000211666.2	IGLV2-14	chr22	22758700	22759218	2	chr22	22761309	22761582	16257	True	True	5.9043e-05	5.9043e-05	2.1063e-01	5.1811e-02	4.0958e-02
2104	Thyroid	ENSG00000187987.9	ZSCAN23	chr6	28431930	28443502	3	chr6	28382863	28383028	22324	True	True	8.1203e-05	8.1203e-05	-1.6459e-01	4.1460e-02	4.1307e-02
2105	Nerve_Tibial	ENSG00000263164.1	RP11-333E1.2	chr17	5240508	5241543	5	chr17	5232347	5232446	10014	True	True	4.4870e-05	4.4870e-05	1.7846e-01	4.3358e-02	4.1390e-02
2106	Whole_Blood	ENSG00000160221.16	C21orf33	chr21	44133605	44145723	11	chr21	44163310	44163456	16055	True	True	2.0509e-05	2.0509e-05	1.6509e-01	3.8478e-02	4.1446e-02
2107	Brain_Cerebellum	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	4.3586e-05	4.3586e-05	2.8276e-01	6.7656e-02	4.1459e-02
2108	Skin_Sun_Exposed_Lower_leg	ENSG00000267056.2	AC005336.4	chr19	15910582	15911824	11	chr19	15931524	15934079	12035	True	True	2.1269e-05	2.1269e-05	1.7643e-01	4.1156e-02	4.1503e-02
2109	Artery_Tibial	ENSG00000176681.14	LRRC37A	chr17	46292733	46337794	1	chr17	46265245	46265480	10319	True	True	1.9513e-04	1.9513e-04	1.5543e-01	4.1449e-02	4.1510e-02
2110	Lung	ENSG00000204175.5	GPRIN2	chr10	46549044	46555530	1	chr10	46608408	46608545	2719	True	True	1.7614e-04	1.7614e-04	1.6682e-01	4.4139e-02	4.1886e-02
2111	Heart_Left_Ventricle	ENSG00000248508.6	SRP14-AS1	chr15	40039311	40067290	2	chr15	40037521	40037702	8317	True	True	5.0272e-05	5.0272e-05	-2.0696e-01	5.0455e-02	4.2123e-02
2112	Brain_Cortex	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	5.5276e-05	5.5276e-05	2.7975e-01	6.7887e-02	4.2123e-02
2113	Brain_Cortex	ENSG00000184949.15	FAM227A	chr22	38578120	38656629	3	chr22	38644314	38644569	16425	True	True	1.7820e-05	1.7820e-05	3.0503e-01	6.9273e-02	4.2123e-02
2114	Nerve_Tibial	ENSG00000224318.5	CHL1-AS2	chr3	195758	197289	3	chr3	261919	262705	16787	True	True	7.7434e-05	7.7434e-05	-1.7359e-01	4.3566e-02	4.2193e-02
2115	Nerve_Tibial	ENSG00000231187.2	RP11-38L15.3	chr10	46582782	46598145	1	chr10	46608408	46608545	2719	True	True	2.3268e-04	2.3268e-04	1.6089e-01	4.3407e-02	4.2193e-02
2116	Stomach	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195694561	195694966	18362	True	True	1.9481e-05	1.9481e-05	2.3737e-01	5.4733e-02	4.2197e-02
2117	Stomach	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	7.8173e-05	7.8173e-05	-2.2000e-01	5.4963e-02	4.2197e-02
2118	Heart_Atrial_Appendage	ENSG00000101457.12	DNTTIP1	chr20	45791937	45811427	4	chr20	45738844	45739247	15244	True	True	2.9898e-05	2.9898e-05	2.1548e-01	5.0973e-02	4.2238e-02
2119	Artery_Tibial	ENSG00000255328.1	RP11-326C3.12	chr11	327171	330122	10	chr11	321337	322619	3637	True	True	2.0197e-05	2.0197e-05	-1.7798e-01	4.1399e-02	4.2495e-02
2120	Esophagus_Mucosa	ENSG00000160221.16	C21orf33	chr21	44133605	44145723	11	chr21	44163310	44163456	16055	True	True	1.3433e-05	1.3433e-05	1.9525e-01	4.4397e-02	4.2756e-02
2121	Esophagus_Gastroesophageal_Junction	ENSG00000256148.1	RP11-809N8.5	chr11	73510658	73510820	4	chr11	73579306	73579448	4332	True	True	2.1371e-05	2.1371e-05	-2.3409e-01	5.4264e-02	4.2766e-02
2122	Esophagus_Gastroesophageal_Junction	ENSG00000101457.12	DNTTIP1	chr20	45791937	45811427	4	chr20	45738844	45739247	15244	True	True	2.1540e-05	2.1540e-05	2.3224e-01	5.3871e-02	4.2766e-02
2123	Artery_Coronary	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	5.1361e-05	5.1361e-05	2.7758e-01	6.7098e-02	4.3098e-02
2124	Whole_Blood	ENSG00000265992.1	ESRG	chr3	54632122	54639857	1	chr3	54735977	54736145	17190	True	True	2.3833e-04	2.3833e-04	-1.4300e-01	3.8701e-02	4.3309e-02
2125	Artery_Aorta	ENSG00000172250.14	SERHL	chr22	42500590	42509110	1	chr22	42546989	42547432	16467	True	True	1.0146e-04	1.0146e-04	2.0017e-01	5.0935e-02	4.3328e-02
2126	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000204175.5	GPRIN2	chr10	46549044	46555530	1	chr10	46608408	46608545	2719	True	True	2.0210e-04	2.0210e-04	1.6465e-01	4.3979e-02	4.3342e-02
2127	Heart_Left_Ventricle	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	1.3244e-05	1.3244e-05	2.2613e-01	5.1197e-02	4.3357e-02
2128	Small_Intestine_Terminal_Ileum	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	4.8797e-05	4.8797e-05	3.0537e-01	7.3249e-02	4.3590e-02
2129	Brain_Cerebellum	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	4.8026e-05	4.8026e-05	2.8127e-01	6.7687e-02	4.3695e-02
2130	Lung	ENSG00000141646.13	SMAD4	chr18	51028394	51085045	4	chr18	51084010	51084167	11247	True	True	4.6490e-05	4.6490e-05	1.7914e-01	4.3607e-02	4.3735e-02
2131	Adipose_Subcutaneous	ENSG00000108384.14	RAD51C	chr17	58692573	58735611	1	chr17	58726358	58726693	10408	True	True	1.9230e-04	1.9230e-04	-1.5517e-01	4.1342e-02	4.3744e-02
2132	Brain_Anterior_cingulate_cortex_BA24	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195712742	195714439	18364	True	True	6.4994e-06	6.4994e-06	3.7077e-01	7.9058e-02	4.3752e-02
2133	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	2.5596e-05	2.5596e-05	-2.9223e-01	6.7794e-02	4.3857e-02
2134	Stomach	ENSG00000267056.2	AC005336.4	chr19	15910582	15911824	11	chr19	15931524	15934079	12035	True	True	7.5861e-06	7.5861e-06	2.5440e-01	5.5835e-02	4.3858e-02
2135	Brain_Cerebellum	ENSG00000276007.1	RP11-358L22.3	chr16	78123243	78124332	2	chr16	78034350	78034599	9523	True	True	2.5170e-05	2.5170e-05	2.8902e-01	6.7026e-02	4.3892e-02
2136	Testis	ENSG00000282508.1	LINC01002	chr19	198397	237967	9	chr19	198330	200432	11745	True	True	1.4800e-05	1.4800e-05	2.4446e-01	5.5523e-02	4.3892e-02
2137	Heart_Left_Ventricle	ENSG00000156096.13	UGT2B4	chr4	69480165	69526014	2	chr4	69502053	69502178	19233	True	True	5.5289e-05	5.5289e-05	2.0558e-01	5.0403e-02	4.4015e-02
2138	Heart_Left_Ventricle	ENSG00000023041.11	ZDHHC6	chr10	112424428	112446917	7	chr10	112440034	112440213	3210	True	True	1.6080e-05	1.6080e-05	-2.1929e-01	5.0182e-02	4.4015e-02
2139	Lung	ENSG00000272512.1	RP11-54O7.17	chr1	995966	998051	12	chr1	1056317	1056751	27	True	True	1.5821e-05	1.5821e-05	1.8933e-01	4.3437e-02	4.4166e-02
2140	Esophagus_Gastroesophageal_Junction	ENSG00000263006.6	ROCK1P1	chr18	109065	122219	3	chr18	180720	181106	10855	True	True	3.0432e-05	3.0432e-05	2.2947e-01	5.4241e-02	4.4210e-02
2141	Brain_Cortex	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	1.2038e-05	1.2038e-05	3.0258e-01	6.7396e-02	4.4230e-02
2142	Colon_Transverse	ENSG00000238286.1	SLC35E1P1	chr13	20607268	20608131	1	chr13	20550539	20550640	6323	True	True	1.2998e-04	1.2998e-04	-2.0032e-01	5.1780e-02	4.4344e-02
2143	Brain_Frontal_Cortex_BA9	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	4.1260e-05	4.1260e-05	3.0815e-01	7.3180e-02	4.4413e-02
2144	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000260778.5	RP11-304L19.13	chr16	2268623	2273418	5	chr16	2297940	2298260	8916	True	True	4.2079e-05	4.2079e-05	-1.7928e-01	4.3393e-02	4.4661e-02
2145	Nerve_Tibial	ENSG00000233967.6	RP11-250B2.3	chr6	80443344	80465927	1	chr6	80369101	80369361	22707	True	True	2.4896e-04	2.4896e-04	1.5879e-01	4.3049e-02	4.4762e-02
2146	Muscle_Skeletal	ENSG00000271964.1	RP11-415F23.2	chr3	16314439	16314987	1	chr3	16309443	16309621	16929	True	True	2.2407e-04	2.2407e-04	-1.3895e-01	3.7457e-02	4.4770e-02
2147	Brain_Cerebellar_Hemisphere	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	2.0575e-05	2.0575e-05	-3.1765e-01	7.2511e-02	4.4795e-02
2148	Thyroid	ENSG00000168528.11	SERINC2	chr1	31409565	31434680	3	chr1	31431747	31432230	461	True	True	8.8917e-05	8.8917e-05	-1.6484e-01	4.1754e-02	4.4875e-02
2149	Lung	ENSG00000259865.1	RP11-488L18.10	chr1	247187281	247188526	8	chr1	247199607	247199773	2024	True	True	2.4492e-05	2.4492e-05	1.8676e-01	4.3847e-02	4.5091e-02
2150	Breast_Mammary_Tissue	ENSG00000119242.8	CCDC92	chr12	123918660	123972831	4	chr12	123945972	123946023	5994	True	True	2.7145e-05	2.7145e-05	-2.0971e-01	4.9385e-02	4.5156e-02
2151	Artery_Tibial	ENSG00000130023.15	ERMARD	chr6	169751622	169781584	10	chr6	169765857	169766056	23628	True	True	2.1842e-05	2.1842e-05	-1.7543e-01	4.0985e-02	4.5428e-02
2152	Artery_Tibial	ENSG00000258701.1	LINC00638	chr14	104821201	104823718	7	chr14	104826634	104826729	8126	True	True	3.1523e-05	3.1523e-05	-1.7354e-01	4.1359e-02	4.5428e-02
2153	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000215067.9	ALOX12-AS1	chr17	6876635	7012349	3	chr17	6793031	6793299	10040	True	True	1.8498e-05	1.8498e-05	-3.0069e-01	6.8473e-02	4.5640e-02
2154	Heart_Atrial_Appendage	ENSG00000276291.5	FRG1HP	chr9	40992249	41218410	2	chr9	40922613	40931547	27374	True	True	6.5986e-05	6.5986e-05	2.0564e-01	5.0945e-02	4.5763e-02
2155	Heart_Left_Ventricle	ENSG00000225398.3	PGM5P4	chr2	113541937	113563298	4	chr2	113610060	113611275	13631	True	True	3.0127e-05	3.0127e-05	-2.1369e-01	5.0582e-02	4.6097e-02
2156	Artery_Tibial	ENSG00000279278.1	CH17-264L24.1	chr22	22264601	22273020	3	chr22	22297963	22298171	16253	True	True	7.5739e-05	7.5739e-05	-1.6513e-01	4.1420e-02	4.6280e-02
2157	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	4.4504e-05	4.4504e-05	1.7958e-01	4.3604e-02	4.6312e-02
2158	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000100068.11	LRP5L	chr22	25351421	25405377	3	chr22	25348997	25349159	16272	True	True	7.4208e-05	7.4208e-05	1.7556e-01	4.3939e-02	4.6312e-02
2159	Artery_Tibial	ENSG00000100068.11	LRP5L	chr22	25351421	25405377	3	chr22	25348997	25349159	16272	True	True	7.6964e-05	7.6964e-05	1.6469e-01	4.1350e-02	4.6533e-02
2160	Adipose_Subcutaneous	ENSG00000211973.2	IGHV1-69	chr14	106714684	106715181	4	chr14	106705656	106706543	8160	True	True	5.1839e-05	5.1839e-05	1.7230e-01	4.2233e-02	4.6644e-02
2161	Lung	ENSG00000182048.11	TRPC2	chr11	3609901	3637559	5	chr11	3653751	3654824	3768	True	True	4.0981e-05	4.0981e-05	-1.8254e-01	4.4102e-02	4.6653e-02
2162	Breast_Mammary_Tissue	ENSG00000259865.1	RP11-488L18.10	chr1	247187281	247188526	8	chr1	247199607	247199773	2024	True	True	1.4559e-05	1.4559e-05	2.1869e-01	4.9796e-02	4.6656e-02
2163	Breast_Mammary_Tissue	ENSG00000249378.5	LINC01060	chr4	188400736	188681051	17	chr4	188444850	188449186	20251	True	True	6.8579e-06	6.8579e-06	2.2933e-01	5.0264e-02	4.6656e-02
2164	Colon_Sigmoid	ENSG00000119185.12	ITGB1BP1	chr2	9405684	9423547	2	chr2	9406006	9406568	12890	True	True	5.6899e-05	5.6899e-05	-2.2764e-01	5.5756e-02	4.6675e-02
2165	Cells_Cultured_fibroblasts	ENSG00000144134.18	RABL2A	chr2	113627229	113643396	7	chr2	113610060	113611275	13631	True	True	3.1281e-05	3.1281e-05	1.9001e-01	4.5190e-02	4.6692e-02
2166	Cells_Cultured_fibroblasts	ENSG00000276529.1	AP001505.10	chr21	44978832	44979274	17	chr21	45055041	45055120	16105	True	True	1.2880e-05	1.2880e-05	2.0315e-01	4.6055e-02	4.6692e-02
2167	Adipose_Subcutaneous	ENSG00000172554.11	SNTG2	chr2	950868	1367613	38	chr2	1093884	1095043	12701	True	True	5.5439e-06	5.5439e-06	-1.9409e-01	4.2293e-02	4.6868e-02
2168	Nerve_Tibial	ENSG00000184986.10	TMEM121	chr14	105526603	105530202	6	chr14	105520681	105521451	8158	True	True	4.3865e-05	4.3865e-05	1.8095e-01	4.3895e-02	4.6923e-02
